Age group,State,City,Location,Activity,Duration,Budget,Rating
51-55,Nebraska,Omaha,Henry Doorly Zoo,Sightseeing,1,230,1
51-55,Colorado,Denver,Rocky Mountain National Park,Theme Parks,1,285,3
26-30,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Sightseeing,3,480,1
46-50,Arizona,Phoenix,Desert Botanical Garden,Hiking,4,794,5
61-65,Nevada,Reno,Lake Tahoe,Theme Parks,7,2184,1
36-40,Colorado,Boulder,Boulder Creek Path,Sightseeing,1,226,1
41-45,Washington,Spokane,Manito Park,Hiking,12,2933,3
66-70,Michigan,Ann Arbor,University of Michigan,Theme Parks,10,3286,3
36-40,California,San Diego,Balboa Park,Visit Historical Sites,7,1452,3
66-70,Nevada,Reno,Lake Tahoe,Sightseeing,7,2217,1
31-35,Michigan,Ann Arbor,University of Michigan,Boating,6,966,2
56-60,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Hiking,3,842,2
46-50,New York,Buffalo,Niagara Falls,Theme Parks,4,953,4
36-40,Arizona,Phoenix,Desert Botanical Garden,Boating,9,1483,5
36-40,New York,New York City,Central Park,Museum,11,2328,3
36-40,Texas,Dallas,The Sixth Floor Museum,Sightseeing,11,1890,1
61-65,Indiana,Indianapolis,Indianapolis Motor Speedway,Hiking,4,1269,3
46-50,New York,New York City,Central Park,Boating,12,2653,2
51-55,New York,New York City,Empire State Building,Theme Parks,14,3274,5
26-30,Illinois,Chicago,Willis Tower,Theme Parks,12,2143,3
51-55,Florida,Orlando,Universal Studios,Theme Parks,8,1739,4
51-55,Tennessee,Memphis,Graceland,Museum,2,456,5
46-50,New Mexico,Albuquerque,Sandia Peak Tramway,Museum,12,2871,1
51-55,Tennessee,Nashville,Grand Ole Opry,Theme Parks,3,616,4
21-25,Oregon,Portland,Portland Japanese Garden,Visit Historical Sites,9,1459,5
66-70,Indiana,Indianapolis,Indianapolis Motor Speedway,Museum,1,334,2
36-40,Nebraska,Lincoln,Sunken Gardens,Visit Historical Sites,4,780,5
21-25,Illinois,Springfield,Lincoln Home National Historic Site,Theme Parks,8,1092,5
26-30,Massachusetts,Cambridge,Harvard University,Sightseeing,14,2446,4
21-25,New York,New York City,Central Park,Hiking,3,390,1
61-65,Michigan,Detroit,The Detroit Institute of Arts,Boating,10,2359,4
36-40,Nebraska,Lincoln,Sunken Gardens,Sightseeing,1,173,4
36-40,Michigan,Detroit,The Detroit Institute of Arts,Theme Parks,14,2629,1
26-30,Indiana,Bloomington,Monroe Lake,Boating,5,853,4
66-70,New York,New York City,Central Park,Sightseeing,13,3671,1
26-30,New York,New York City,Central Park,Boating,11,1901,4
51-55,Michigan,Ann Arbor,University of Michigan,Boating,6,1153,2
36-40,Indiana,Bloomington,Monroe Lake,Sightseeing,12,1944,4
46-50,Florida,Orlando,Universal Studios,Visit Historical Sites,10,2131,3
41-45,Nebraska,Omaha,Henry Doorly Zoo,Theme Parks,9,2195,1
36-40,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Sightseeing,7,1346,1
51-55,Nebraska,Lincoln,Sunken Gardens,Theme Parks,3,610,1
41-45,Texas,Austin,Zilker Metropolitan Park,Boating,11,2485,4
51-55,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,10,2604,5
21-25,Florida,Miami,Everglades,Theme Parks,10,1790,1
31-35,New York,New York City,Empire State Building,Boating,12,1794,5
61-65,Nebraska,Lincoln,Sunken Gardens,Hiking,9,2597,2
36-40,Florida,Orlando,Walt Disney World,Theme Parks,11,1940,3
46-50,Massachusetts,Boston,Fenway Park,Museum,7,1318,3
66-70,New Mexico,Albuquerque,Sandia Peak Tramway,Boating,11,3475,4
46-50,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Visit Historical Sites,2,375,5
36-40,Nevada,Las Vegas,Red Rock Canyon,Boating,7,1305,3
66-70,Texas,Austin,The State Capitol,Hiking,6,1878,2
56-60,Florida,Orlando,Walt Disney World,Sightseeing,12,2887,3
36-40,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,5,849,2
66-70,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,12,3989,1
51-55,New York,Buffalo,Niagara Falls,Hiking,4,975,1
46-50,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,14,2942,4
46-50,Arizona,Grand Canyon Village,Grand Canyon,Hiking,10,2062,5
36-40,Texas,Houston,Space Center,Boating,1,228,1
66-70,Nevada,Reno,Lake Tahoe,Boating,4,1106,3
61-65,Michigan,Ann Arbor,University of Michigan,Sightseeing,12,3742,2
21-25,Massachusetts,Cambridge,Harvard University,Visit Historical Sites,5,714,4
51-55,California,San Diego,San Diego Zoo,Visit Historical Sites,3,721,4
36-40,Arizona,Phoenix,Desert Botanical Garden,Museum,14,2940,2
51-55,Colorado,Boulder,Boulder Creek Path,Museum,8,2240,3
26-30,Nevada,Reno,Lake Tahoe,Theme Parks,11,2003,4
21-25,Tennessee,Nashville,Grand Ole Opry,Theme Parks,5,605,4
51-55,Washington,Seattle,Pike Place Market,Theme Parks,7,1416,4
46-50,Florida,Miami,Everglades,Theme Parks,2,371,5
26-30,Nebraska,Lincoln,Sunken Gardens,Museum,14,2299,4
56-60,Oregon,Eugene,Mount Pisgah,Visit Historical Sites,4,875,2
46-50,Massachusetts,Cambridge,Harvard University,Boating,9,1778,5
61-65,Michigan,Ann Arbor,University of Michigan,Visit Historical Sites,5,1235,2
51-55,Massachusetts,Boston,Freedom Trail,Hiking,14,3694,5
66-70,New Mexico,Albuquerque,Sandia Peak Tramway,Sightseeing,13,3154,3
31-35,Nebraska,Omaha,Henry Doorly Zoo,Hiking,5,930,5
51-55,Nevada,Reno,Lake Tahoe,Boating,12,3049,1
41-45,Massachusetts,Boston,Freedom Trail,Museum,7,1261,1
21-25,Oregon,Portland,Portland Japanese Garden,Theme Parks,5,816,2
56-60,Nevada,Reno,Lake Tahoe,Sightseeing,5,1524,1
36-40,New Mexico,Albuquerque,Sandia Peak Tramway,Hiking,13,2865,2
36-40,Oregon,Eugene,Mount Pisgah,Hiking,13,2530,3
36-40,Massachusetts,Cambridge,Harvard University,Hiking,8,1414,1
31-35,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,12,1905,3
31-35,Massachusetts,Boston,Freedom Trail,Boating,12,2236,4
21-25,Tennessee,Memphis,Graceland,Sightseeing,14,2132,1
66-70,Arizona,Phoenix,Desert Botanical Garden,Boating,3,750,4
66-70,Nebraska,Omaha,Henry Doorly Zoo,Theme Parks,5,1190,1
46-50,Nebraska,Lincoln,Sunken Gardens,Museum,14,2914,2
31-35,Nebraska,Omaha,Henry Doorly Zoo,Theme Parks,6,866,2
31-35,California,San Francisco,Alcatraz Island,Theme Parks,1,209,1
61-65,Florida,Orlando,Walt Disney World,Hiking,11,3261,5
31-35,Oregon,Eugene,Mount Pisgah,Sightseeing,7,1433,4
41-45,Colorado,Boulder,Boulder Creek Path,Sightseeing,13,3167,1
51-55,Nevada,Reno,Lake Tahoe,Visit Historical Sites,3,680,2
56-60,Tennessee,Memphis,Graceland,Boating,14,3459,3
41-45,Colorado,Denver,Rocky Mountain National Park,Visit Historical Sites,9,2013,3
31-35,Nevada,Las Vegas,Red Rock Canyon,Boating,6,898,5
41-45,Florida,Miami,Everglades,Sightseeing,12,2498,1
31-35,Florida,Orlando,Universal Studios,Hiking,13,2004,4
66-70,Arizona,Grand Canyon Village,Grand Canyon,Museum,7,1704,4
61-65,Tennessee,Memphis,Graceland,Hiking,6,1900,5
26-30,New Mexico,Santa Fe,Santa Fe Plaza,Hiking,12,2297,3
41-45,Tennessee,Memphis,Graceland,Visit Historical Sites,11,2179,2
56-60,Oregon,Eugene,Mount Pisgah,Visit Historical Sites,7,2054,1
36-40,Michigan,Detroit,The Detroit Institute of Arts,Theme Parks,1,204,3
46-50,Oregon,Eugene,Mount Pisgah,Hiking,5,1158,2
51-55,Nevada,Las Vegas,The Strip,Visit Historical Sites,2,543,4
46-50,Michigan,Detroit,The Detroit Institute of Arts,Boating,5,978,4
21-25,Michigan,Ann Arbor,University of Michigan,Boating,8,1276,1
26-30,Illinois,Chicago,Millennium Park,Museum,2,362,2
41-45,New York,New York City,Central Park,Visit Historical Sites,9,2266,4
46-50,Tennessee,Memphis,Graceland,Hiking,11,2251,4
31-35,Florida,Orlando,Universal Studios,Boating,2,341,4
21-25,Oregon,Portland,Portland Japanese Garden,Hiking,5,841,3
26-30,Colorado,Boulder,Boulder Creek Path,Museum,9,1674,3
61-65,New Mexico,Albuquerque,Sandia Peak Tramway,Sightseeing,11,2439,5
31-35,Oregon,Eugene,Mount Pisgah,Hiking,1,150,3
56-60,Iowa,Des Moines,Iowa State Capitol,Theme Parks,9,2307,4
51-55,Indiana,Bloomington,Monroe Lake,Sightseeing,8,2209,1
31-35,Texas,Houston,Houston Zoo,Boating,1,187,2
26-30,New Mexico,Albuquerque,Sandia Peak Tramway,Museum,13,1753,5
26-30,Nebraska,Omaha,Henry Doorly Zoo,Sightseeing,1,145,1
61-65,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Museum,5,1587,2
66-70,California,San Francisco,Alcatraz Island,Museum,5,1469,1
56-60,Nebraska,Lincoln,Sunken Gardens,Boating,8,2220,4
36-40,Arizona,Grand Canyon Village,Grand Canyon,Museum,3,617,2
36-40,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Theme Parks,1,188,5
66-70,Colorado,Boulder,Boulder Creek Path,Theme Parks,11,3025,1
51-55,Indiana,Indianapolis,Indianapolis Motor Speedway,Boating,1,222,3
26-30,California,San Diego,San Diego Zoo,Hiking,13,2130,4
51-55,New Mexico,Santa Fe,Santa Fe Plaza,Visit Historical Sites,13,2855,1
51-55,Florida,Miami,Miami Beach,Boating,8,1827,5
51-55,Indiana,Indianapolis,Indianapolis Motor Speedway,Hiking,2,477,4
46-50,Illinois,Chicago,Millennium Park,Visit Historical Sites,12,2350,5
66-70,California,San Diego,Balboa Park,Sightseeing,9,2417,1
46-50,Texas,Houston,Houston Zoo,Museum,2,408,2
66-70,New York,Buffalo,Buffalo Zoo,Museum,13,3674,3
56-60,Illinois,Chicago,Millennium Park,Visit Historical Sites,10,2370,2
36-40,Florida,Miami,Everglades,Theme Parks,9,1742,5
51-55,Nevada,Las Vegas,Red Rock Canyon,Museum,4,1048,2
66-70,Oregon,Portland,Portland Japanese Garden,Hiking,14,4190,3
21-25,Indiana,Bloomington,Monroe Lake,Boating,14,1948,2
21-25,Oregon,Eugene,Mount Pisgah,Theme Parks,12,2122,3
21-25,Oregon,Eugene,Mount Pisgah,Hiking,8,1119,4
31-35,Illinois,Chicago,Millennium Park,Theme Parks,13,2482,2
26-30,Michigan,Ann Arbor,University of Michigan,Theme Parks,4,546,1
26-30,Colorado,Denver,Rocky Mountain National Park,Visit Historical Sites,7,1241,3
41-45,Nevada,Las Vegas,The Strip,Boating,11,2679,3
66-70,Indiana,Indianapolis,Indianapolis Motor Speedway,Visit Historical Sites,2,572,4
46-50,Arizona,Grand Canyon Village,Grand Canyon,Boating,4,835,2
26-30,Arizona,Grand Canyon Village,Grand Canyon,Theme Parks,9,1552,5
21-25,New Mexico,Santa Fe,Santa Fe Plaza,Museum,8,1205,2
21-25,California,San Francisco,Golden Gate Bridge,Sightseeing,13,1687,1
36-40,Tennessee,Nashville,Grand Ole Opry,Boating,8,1332,3
61-65,Texas,Houston,Houston Zoo,Visit Historical Sites,4,998,1
26-30,Oregon,Eugene,Mount Pisgah,Museum,14,2577,2
36-40,Arizona,Phoenix,Desert Botanical Garden,Museum,8,1556,1
26-30,New Mexico,Santa Fe,Santa Fe Plaza,Visit Historical Sites,10,1611,3
41-45,Massachusetts,Cambridge,Harvard University,Theme Parks,5,957,3
36-40,Michigan,Detroit,The Detroit Institute of Arts,Visit Historical Sites,12,2738,1
21-25,New Mexico,Santa Fe,Santa Fe Plaza,Visit Historical Sites,14,2347,5
56-60,Tennessee,Memphis,Graceland,Museum,11,2733,4
46-50,Colorado,Boulder,Boulder Creek Path,Boating,12,2546,5
41-45,Arizona,Phoenix,Desert Botanical Garden,Museum,9,2141,1
41-45,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Theme Parks,4,743,1
46-50,Nevada,Las Vegas,The Strip,Boating,8,1833,2
26-30,Colorado,Denver,Rocky Mountain National Park,Theme Parks,14,2542,3
26-30,Illinois,Chicago,Millennium Park,Museum,2,302,2
36-40,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,6,1395,4
56-60,Arizona,Phoenix,Desert Botanical Garden,Museum,14,3846,4
46-50,Massachusetts,Cambridge,Harvard University,Boating,2,443,5
26-30,New Mexico,Santa Fe,Santa Fe Plaza,Sightseeing,1,167,5
61-65,Iowa,Des Moines,Iowa State Capitol,Hiking,2,583,1
51-55,Colorado,Boulder,Boulder Creek Path,Sightseeing,3,654,5
61-65,Florida,Orlando,Walt Disney World,Visit Historical Sites,14,4377,5
41-45,Michigan,Ann Arbor,University of Michigan,Theme Parks,4,759,4
41-45,Washington,Spokane,Manito Park,Hiking,6,1071,3
21-25,Tennessee,Memphis,Graceland,Sightseeing,14,2167,1
61-65,Michigan,Detroit,The Detroit Institute of Arts,Museum,8,2231,4
31-35,Oregon,Portland,Portland Japanese Garden,Museum,11,1844,5
36-40,Washington,Seattle,Space Needle,Boating,9,1826,3
36-40,Nebraska,Lincoln,Sunken Gardens,Theme Parks,5,1060,3
56-60,Colorado,Boulder,Boulder Creek Path,Sightseeing,11,2368,5
46-50,Washington,Spokane,Manito Park,Museum,9,2298,5
26-30,Illinois,Chicago,Millennium Park,Hiking,4,657,2
46-50,Michigan,Detroit,The Detroit Institute of Arts,Boating,5,1170,3
61-65,New York,Buffalo,Niagara Falls,Boating,7,1962,4
61-65,Colorado,Denver,Rocky Mountain National Park,Boating,6,1806,4
31-35,Colorado,Denver,Rocky Mountain National Park,Museum,13,2076,4
61-65,Iowa,Des Moines,Iowa State Capitol,Visit Historical Sites,6,1845,1
56-60,Oregon,Eugene,Mount Pisgah,Sightseeing,7,1484,4
26-30,Texas,Dallas,The Sixth Floor Museum,Museum,4,536,5
56-60,Florida,Miami,Miami Beach,Museum,2,605,2
66-70,Texas,Austin,Zilker Metropolitan Park,Sightseeing,9,3048,4
41-45,Tennessee,Nashville,Grand Ole Opry,Museum,4,1004,2
61-65,Texas,Dallas,The Sixth Floor Museum,Hiking,1,270,3
46-50,New Mexico,Albuquerque,Sandia Peak Tramway,Sightseeing,6,1190,2
41-45,Florida,Miami,Miami Beach,Museum,4,821,4
46-50,Florida,Miami,Miami Beach,Visit Historical Sites,6,1123,3
61-65,Florida,Orlando,Walt Disney World,Theme Parks,13,4124,4
61-65,Florida,Miami,Everglades,Sightseeing,12,3325,4
66-70,Nevada,Las Vegas,The Strip,Hiking,10,3150,2
31-35,New York,Buffalo,Niagara Falls,Theme Parks,5,978,5
51-55,Texas,Dallas,The Sixth Floor Museum,Hiking,9,2368,2
56-60,Oregon,Eugene,Mount Pisgah,Museum,6,1582,2
51-55,Washington,Spokane,Manito Park,Theme Parks,6,1504,4
36-40,New York,Buffalo,Niagara Falls,Boating,1,227,5
41-45,Nevada,Reno,Lake Tahoe,Sightseeing,12,2295,5
41-45,New Mexico,Santa Fe,Santa Fe Plaza,Hiking,6,1184,5
61-65,Massachusetts,Cambridge,Harvard University,Boating,14,4519,3
61-65,Massachusetts,Boston,Freedom Trail,Visit Historical Sites,11,3244,1
21-25,Oregon,Portland,Portland Japanese Garden,Hiking,8,962,3
51-55,Massachusetts,Boston,Fenway Park,Museum,1,246,4
51-55,Tennessee,Memphis,Graceland,Visit Historical Sites,4,947,2
41-45,Nevada,Reno,Lake Tahoe,Visit Historical Sites,12,2045,5
41-45,Michigan,Detroit,The Detroit Institute of Arts,Sightseeing,12,2700,3
56-60,Texas,Dallas,The Sixth Floor Museum,Boating,13,3467,3
56-60,New Mexico,Albuquerque,Sandia Peak Tramway,Theme Parks,5,1478,2
21-25,Arizona,Grand Canyon Village,Grand Canyon,Museum,5,754,4
31-35,New York,Buffalo,Buffalo Zoo,Museum,14,2414,5
31-35,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,6,1219,4
31-35,Arizona,Grand Canyon Village,Grand Canyon,Museum,9,1735,1
36-40,Massachusetts,Cambridge,Harvard University,Theme Parks,13,2346,4
46-50,Michigan,Detroit,The Detroit Institute of Arts,Museum,12,2494,5
26-30,Nebraska,Omaha,Henry Doorly Zoo,Theme Parks,7,1224,2
46-50,Texas,Houston,Houston Zoo,Hiking,2,493,2
31-35,Tennessee,Nashville,Grand Ole Opry,Sightseeing,4,687,1
36-40,California,San Francisco,Alcatraz Island,Visit Historical Sites,14,2302,3
31-35,Nebraska,Omaha,Henry Doorly Zoo,Visit Historical Sites,10,1836,4
51-55,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Museum,2,520,3
56-60,Colorado,Boulder,Boulder Creek Path,Hiking,9,2665,5
31-35,Michigan,Detroit,The Detroit Institute of Arts,Visit Historical Sites,1,185,2
61-65,Michigan,Detroit,The Detroit Institute of Arts,Hiking,4,990,1
36-40,Washington,Seattle,Pike Place Market,Visit Historical Sites,11,1730,2
46-50,Colorado,Denver,Rocky Mountain National Park,Sightseeing,1,234,1
51-55,Colorado,Denver,Rocky Mountain National Park,Boating,8,1554,2
36-40,California,Los Angeles,Santa Monica Pier,Boating,2,421,2
56-60,Oregon,Eugene,Mount Pisgah,Hiking,11,2812,1
51-55,California,Los Angeles,Hollywood,Sightseeing,2,414,1
26-30,Colorado,Denver,Rocky Mountain National Park,Boating,3,494,2
41-45,Oregon,Eugene,Mount Pisgah,Visit Historical Sites,9,2189,4
36-40,Washington,Seattle,Pike Place Market,Museum,9,1634,4
66-70,California,Los Angeles,Hollywood,Museum,13,2982,4
31-35,Nebraska,Omaha,Henry Doorly Zoo,Visit Historical Sites,12,2137,5
66-70,Tennessee,Memphis,Graceland,Hiking,7,2271,2
26-30,Michigan,Detroit,The Detroit Institute of Arts,Boating,11,1758,3
56-60,Tennessee,Nashville,Grand Ole Opry,Theme Parks,13,3182,4
61-65,New York,New York City,Empire State Building,Hiking,14,4516,1
66-70,Arizona,Phoenix,Desert Botanical Garden,Boating,4,1341,4
56-60,Tennessee,Memphis,Graceland,Theme Parks,13,3017,1
31-35,Nevada,Reno,Lake Tahoe,Theme Parks,9,1432,4
21-25,Tennessee,Memphis,Graceland,Boating,13,2020,3
56-60,Michigan,Detroit,The Detroit Institute of Arts,Hiking,6,1723,5
51-55,Oregon,Portland,Portland Japanese Garden,Boating,9,1788,1
51-55,California,San Diego,San Diego Zoo,Museum,10,2377,1
26-30,Florida,Orlando,Universal Studios,Theme Parks,10,1955,2
31-35,Florida,Orlando,Walt Disney World,Theme Parks,9,1514,3
61-65,Washington,Spokane,Manito Park,Theme Parks,12,2985,3
36-40,Texas,Houston,Houston Zoo,Visit Historical Sites,14,2409,2
36-40,Massachusetts,Cambridge,Harvard University,Museum,11,1855,3
56-60,Arizona,Grand Canyon Village,Grand Canyon,Theme Parks,6,1262,1
21-25,Arizona,Grand Canyon Village,Grand Canyon,Theme Parks,7,1243,5
61-65,New Mexico,Albuquerque,Sandia Peak Tramway,Museum,4,875,2
51-55,Florida,Orlando,Universal Studios,Theme Parks,8,2111,5
26-30,California,San Diego,San Diego Zoo,Theme Parks,12,2360,2
66-70,Washington,Spokane,Manito Park,Boating,5,1514,4
31-35,Colorado,Denver,Rocky Mountain National Park,Visit Historical Sites,2,289,5
61-65,Oregon,Eugene,Mount Pisgah,Visit Historical Sites,6,1814,1
21-25,Nebraska,Lincoln,Sunken Gardens,Visit Historical Sites,8,1063,4
26-30,Illinois,Springfield,Lincoln Home National Historic Site,Museum,5,705,3
26-30,Indiana,Bloomington,Monroe Lake,Hiking,4,706,3
51-55,Washington,Spokane,Manito Park,Visit Historical Sites,9,1877,3
41-45,Arizona,Grand Canyon Village,Grand Canyon,Boating,7,1656,5
56-60,Michigan,Ann Arbor,University of Michigan,Visit Historical Sites,8,2156,2
46-50,Tennessee,Nashville,Grand Ole Opry,Theme Parks,13,2861,3
56-60,Arizona,Phoenix,Desert Botanical Garden,Hiking,13,2883,4
66-70,Indiana,Bloomington,Monroe Lake,Hiking,2,586,3
46-50,New Mexico,Santa Fe,Santa Fe Plaza,Museum,10,2235,2
66-70,New York,Buffalo,Buffalo Zoo,Museum,12,4014,2
21-25,New York,Buffalo,Niagara Falls,Museum,12,1644,1
46-50,New York,Buffalo,Buffalo Zoo,Hiking,5,1177,5
66-70,New York,New York City,Empire State Building,Sightseeing,3,982,3
56-60,Washington,Seattle,Space Needle,Sightseeing,8,1782,1
21-25,New Mexico,Albuquerque,Sandia Peak Tramway,Visit Historical Sites,14,2163,2
66-70,Nebraska,Lincoln,Sunken Gardens,Museum,3,713,3
21-25,Washington,Spokane,Manito Park,Sightseeing,13,1721,4
31-35,Colorado,Boulder,Boulder Creek Path,Museum,7,1422,1
56-60,California,San Francisco,Alcatraz Island,Boating,7,1784,5
66-70,Nevada,Las Vegas,The Strip,Hiking,8,1954,1
51-55,New Mexico,Santa Fe,Santa Fe Plaza,Sightseeing,11,2930,5
26-30,Nevada,Las Vegas,Red Rock Canyon,Sightseeing,13,2129,3
66-70,Nevada,Las Vegas,The Strip,Visit Historical Sites,4,1023,5
36-40,California,San Francisco,Golden Gate Bridge,Museum,14,2188,1
51-55,Florida,Orlando,Universal Studios,Sightseeing,3,716,5
61-65,New York,Buffalo,Niagara Falls,Visit Historical Sites,2,438,2
51-55,Iowa,Cedar Rapids,National Czech & Slovak Museum & Library,Boating,4,923,1
36-40,Nevada,Las Vegas,Red Rock Canyon,Theme Parks,10,1684,5
46-50,Oregon,Portland,Portland Japanese Garden,Sightseeing,6,1230,4
41-45,California,San Diego,San Diego Zoo,Sightseeing,5,1230,4
56-60,California,Los Angeles,Santa Monica Pier,Visit Historical Sites,1,288,2
61-65,Florida,Miami,Everglades,Sightseeing,5,1363,5
26-30,Oregon,Eugene,Mount Pisgah,Hiking,6,1014,4
61-65,Arizona,Grand Canyon Village,Grand Canyon,Theme Parks,13,3637,3
21-25,Nevada,Reno,Lake Tahoe,Hiking,14,2017,4
31-35,Arizona,Phoenix,Desert Botanical Garden,Hiking,12,2157,3
41-45,New York,Buffalo,Niagara Falls,Hiking,14,3414,4
41-45,Iowa,Des Moines,Iowa State Capitol,Visit Historical Sites,8,1936,2
51-55,Illinois,Springfield,Lincoln Home National Historic Site,Visit Historical Sites,7,1721,3
56-60,Colorado,Denver,Rocky Mountain National Park,Sightseeing,13,3243,4
56-60,Oregon,Portland,Portland Japanese Garden,Hiking,6,1288,4
51-55,New York,New York City,Empire State Building,Theme Parks,1,237,2
46-50,California,San Francisco,Golden Gate Bridge,Sightseeing,5,943,5
31-35,Massachusetts,Cambridge,Harvard University,Theme Parks,2,294,5
61-65,Indiana,Indianapolis,Indianapolis Motor Speedway,Theme Parks,7,1713,5
36-40,Texas,Austin,The State Capitol,Museum,4,874,4
41-45,California,San Diego,Balboa Park,Sightseeing,2,450,3
26-30,Arizona,Grand Canyon Village,Grand Canyon,Boating,7,1274,5
46-50,Oregon,Eugene,Mount Pisgah,Boating,1,188,4
31-35,Arizona,Grand Canyon Village,Grand Canyon,Visit Historical Sites,9,1758,3
31-35,Florida,Miami,Everglades,Hiking,10,2082,5
41-45,Texas,Dallas,The Sixth Floor Museum,Hiking,14,2428,4
46-50,Arizona,Phoenix,Desert Botanical Garden,Visit Historical Sites,4,805,5
46-50,New York,Buffalo,Niagara Falls,Theme Parks,5,1006,2
61-65,Nebraska,Omaha,Henry Doorly Zoo,Sightseeing,6,1359,4
21-25,Michigan,Detroit,The Detroit Institute of Arts,Hiking,1,171,5
31-35,Michigan,Detroit,The Detroit Institute of Arts,Hiking,2,350,5
46-50,Indiana,Indianapolis,Indianapolis Motor Speedway,Sightseeing,1,211,3
